0.000000 0.000000 1000000000000.000000 560000.000000 
1.000000 -667259000000000057061408768.000000 -333629499999998997738553344.000000 0.000000 
2.000000 -1334518000000000114122817536.000000 -1334517999999999014611189760.000000 -0.000000 
3.000000 -2001777000000000033745272832.000000 -3002665499999998951106281472.000000 -0.000000 
4.000000 -2669036000000000228245635072.000000 -5338071999999999356979642368.000000 -0.000000 
5.000000 -3336295000000000422745997312.000000 -8340737499999998857841737728.000000 -0.000000 
6.000000 -4003554000000000617246359552.000000 -12010661999999998003448381440.000000 -0.000000 
7.000000 -4670813000000000811746721792.000000 -16347845499999998992822829056.000000 -0.000000 
8.000000 -5338072000000000456491270144.000000 -21352287999999997427918569472.000000 -0.000000 
9.000000 -6005331000000000101235818496.000000 -27023989499999995507758858240.000000 -0.000000 
10.000000 -6672589999999999745980366848.000000 -33362949999999995431366950912.000000 -0.000000 
11.000000 -7339848999999999390724915200.000000 -40369169499999997198742847488.000000 -0.000000 
12.000000 -8007107999999999035469463552.000000 -48042647999999992013793525760.000000 -0.000000 
13.000000 -8674366999999998680214011904.000000 -56383385499999988672612007936.000000 -0.000000 
14.000000 -9341625999999998324958560256.000000 -65391381999999987175198294016.000000 -0.000000 
15.000000 -10008884999999999069214736384.000000 -75066637499999987521552384000.000000 -0.000000 
16.000000 -10676143999999998713959284736.000000 -85409151999999989711674277888.000000 -0.000000 
17.000000 -11343402999999998358703833088.000000 -96418925499999984949470953472.000000 -0.000000 
18.000000 -12010661999999998003448381440.000000 -108095957999999982031035432960.000000 -0.000000 
19.000000 -12677920999999997648192929792.000000 -120440249499999980956367716352.000000 -0.000000 
20.000000 -13345179999999997292937478144.000000 -133451799999999981725467803648.000000 -0.000000 
21.000000 -14012438999999996937682026496.000000 -147130609499999984338335694848.000000 -0.000000 
22.000000 -14679697999999996582426574848.000000 -161476677999999988794971389952.000000 -0.000000 
23.000000 -15346956999999996227171123200.000000 -176490005499999995095374888960.000000 -0.000000 
24.000000 -16014215999999995871915671552.000000 -192170592000000003239546191872.000000 -0.000000 
25.000000 -16681474999999995516660219904.000000 -208518437500000013227485298688.000000 -0.000000 
26.000000 -17348733999999995161404768256.000000 -225533541999999989874820120576.000000 -0.000000 
27.000000 -18015992999999994806149316608.000000 -243215905499999968365922746368.000000 -0.000000 
28.000000 -18683251999999994450893864960.000000 -261565527999999948700793176064.000000 -0.000000 
29.000000 -19350510999999994095638413312.000000 -280582409499999930879431409664.000000 -0.000000 
30.000000 -20017769999999993740382961664.000000 -300266549999999914901837447168.000000 -0.000000 
31.000000 -20685028999999995584150765568.000000 -320617949499999935952383377408.000000 -0.000000 
32.000000 -21352287999999997427918569472.000000 -341636607999999958846697111552.000000 -0.000000 
33.000000 -22019546999999999271686373376.000000 -363322525499999983584778649600.000000 -0.000000 
34.000000 -22686806000000001115454177280.000000 -385675702000000010166627991552.000000 -0.000000 
35.000000 -23354065000000002959221981184.000000 -408696137500000038592245137408.000000 -0.000000 
36.000000 -24021324000000004802989785088.000000 -432383832000000068861630087168.000000 -0.000000 
37.000000 -24688583000000006646757588992.000000 -456738785500000100974782840832.000000 -0.000000 
38.000000 -25355842000000008490525392896.000000 -481760998000000134931703398400.000000 -0.000000 
39.000000 -26023101000000010334293196800.000000 -507450469500000170732391759872.000000 -0.000000 
40.000000 -26690360000000012178061000704.000000 -533807200000000208376847925248.000000 -0.000000 
41.000000 -27357619000000014021828804608.000000 -560831189500000247865071894528.000000 -0.000000 
42.000000 -28024878000000015865596608512.000000 -588522438000000289197063667712.000000 -0.000000 
43.000000 -28692137000000017709364412416.000000 -616880945500000332372823244800.000000 -0.000000 
44.000000 -29359396000000019553132216320.000000 -645906712000000377392350625792.000000 -0.000000 
45.000000 -30026655000000021396900020224.000000 -675599737500000353886901633024.000000 -0.000000 
46.000000 -30693914000000023240667824128.000000 -705960022000000402593964621824.000000 -0.000000 
47.000000 -31361173000000025084435628032.000000 -736987565500000382776051236864.000000 -0.000000 
48.000000 -32028432000000026928203431936.000000 -768682368000000435170649833472.000000 -0.000000 
49.000000 -32695691000000028771971235840.000000 -801044429500000419040272056320.000000 -0.000000 
50.000000 -33362950000000030615739039744.000000 -834073750000000475122406260736.000000 -0.000000 
51.000000 -34030209000000032459506843648.000000 -867770329500000462679564091392.000000 -0.000000 
52.000000 -34697468000000034303274647552.000000 -902134168000000522449233903616.000000 -0.000000 
53.000000 -35364727000000036147042451456.000000 -937165265500000513693927342080.000000 -0.000000 
54.000000 -36031986000000037990810255360.000000 -972863622000000577151132762112.000000 -0.000000 
55.000000 -36699245000000039834578059264.000000 -1009229237500000572083361808384.000000 -0.000000 
56.000000 -37366504000000041678345863168.000000 -1046262112000000639228102836224.000000 -0.000000 
57.000000 -38033763000000043522113667072.000000 -1083962245500000637847867490304.000000 -0.000000 
58.000000 -38701022000000045365881470976.000000 -1122329638000000708680144125952.000000 -0.000000 
59.000000 -39368281000000047209649274880.000000 -1161364289500000710987444387840.000000 -0.000000 
60.000000 -40035540000000049053417078784.000000 -1201066200000000785507256631296.000000 -0.000000 
61.000000 -40702799000000050897184882688.000000 -1241435369500000791502092500992.000000 -0.000000 
62.000000 -41370058000000052740952686592.000000 -1282471798000000869709440352256.000000 -0.000000 
63.000000 -42037317000000054584720490496.000000 -1324175485500001020129300185088.000000 -0.000000 
64.000000 -42704576000000056428488294400.000000 -1366546432000000961286695288832.000000 -0.000000 
65.000000 -43371835000000058272256098304.000000 -1409584637500000974656602374144.000000 -0.000000 
66.000000 -44039094000000060116023902208.000000 -1453290102000001060239021441024.000000 -0.000000 
67.000000 -44706353000000061959791706112.000000 -1497662825500001218033952489472.000000 -0.000000 
68.000000 -45373612000000063803559510016.000000 -1542702808000001166566418808832.000000 -0.000000 
69.000000 -46040871000000065647327313920.000000 -1588410049500001187311397109760.000000 -0.000000 
70.000000 -46708130000000067491095117824.000000 -1634784550000001280268887392256.000000 -0.000000 
71.000000 -47375389000000069334862921728.000000 -1681826309500001445438889656320.000000 -0.000000 
72.000000 -48042648000000071178630725632.000000 -1729535328000001401346427191296.000000 -0.000000 
73.000000 -48709907000000073022398529536.000000 -1777911605500001429466476707840.000000 -0.000000 
74.000000 -49377166000000074866166333440.000000 -1826955142000001529799038205952.000000 -0.000000 
75.000000 -50044425000000076709934137344.000000 -1876665937500001702344111685632.000000 -0.000000 
76.000000 -50711684000000078553701941248.000000 -1927043992000001665626720436224.000000 -0.000000 
77.000000 -51378943000000080397469745152.000000 -1978089305500001701121841168384.000000 -0.000000 
78.000000 -52046202000000082241237549056.000000 -2029801878000001808829473882112.000000 -0.000000 
79.000000 -52713461000000084085005352960.000000 -2082181709500001988749618577408.000000 -0.000000 
80.000000 -53380720000000085928773156864.000000 -2135228800000001959407298543616.000000 -0.000000 
81.000000 -54047979000000087772540960768.000000 -2188943149500002002277490491392.000000 -0.000000 
82.000000 -54715238000000089616308764672.000000 -2243324758000002117360194420736.000000 -0.000000 
83.000000 -55382497000000091460076568576.000000 -2298373625500002304655410331648.000000 -0.000000 
